#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
10,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1459.0,+55/-51,0.38,21.7,9.59,14.0,2.07,0.182,➖,0.0,False,GPU
11,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1458.0,+60/-51,0.375,21.81,8.16,13.788,4910.38,286.537,✔️,0.0,False,GPU
12,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1450.0,+52/-43,0.315,22.33,12.48,14.081,2450.13,2.247,✔️,0.0,False,GPU
13,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1433.0,+33/-31,0.262,23.53,17.2,15.033,417.05,2.639,✔️,0.0,False,CPU
14,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1426.0,+48/-45,0.295,23.99,13.67,14.202,2950.72,0.663,✔️,0.0,False,GPU
15,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1422.0,+39/-38,0.261,24.34,14.77,14.656,1346.21,0.344,✔️,0.0,False,CPU
16,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1408.0,+38/-43,0.245,25.3,15.31,14.885,1346.21,0.038,✔️,0.0,False,CPU
17,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1404.0,+40/-42,0.235,25.56,17.78,15.304,12685.08,464.37,✔️,0.0,False,GPU
18,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1403.0,+59/-56,0.316,25.69,11.3,14.936,4910.38,39.96,✔️,0.0,False,GPU
19,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1394.0,+48/-42,0.251,26.35,14.47,14.952,2450.13,0.251,✔️,0.0,False,GPU
20,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1389.0,+73/-52,0.277,26.66,12.79,15.599,4621.67,8.138,✔️,0.0,False,GPU
21,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1386.0,+29/-29,0.194,26.93,20.71,15.688,417.05,0.334,✔️,0.0,False,CPU
22,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1378.0,+40/-42,0.224,27.47,16.11,15.524,5.88,0.025,✔️,0.0,False,CPU
23,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1375.0,+31/-33,0.198,27.73,19.98,15.754,693.49,1.689,✔️,0.0,False,CPU
24,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1363.0,+78/-59,0.299,28.66,9.55,15.526,26.46,6.242,➖,0.0,False,GPU
25,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1355.0,+37/-37,0.189,29.21,16.82,16.044,4621.67,0.475,✔️,0.0,False,GPU
26,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1350.0,+58/-52,0.251,29.58,17.68,16.081,1.18,0.072,➖,0.0,False,GPU
27,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1350.0,+29/-32,0.16,29.6,22.22,16.065,693.49,0.308,✔️,0.0,False,CPU
28,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1348.0,+49/-43,0.209,29.79,18.96,16.284,846.89,2.549,✔️,0.0,False,GPU
29,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1333.0,+46/-60,0.186,30.87,19.34,17.213,427.39,0.404,✔️,0.0,False,CPU
30,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1325.0,+64/-55,0.245,31.53,14.33,17.225,47.65,43.738,✔️,0.0,False,GPU
31,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1308.0,+44/-60,0.156,32.79,21.32,17.551,427.39,0.034,✔️,0.0,False,CPU
32,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1300.0,+45/-39,0.158,33.43,22.28,17.449,846.89,0.13,✔️,0.0,False,GPU
33,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1298.0,+47/-44,0.161,33.63,21.84,17.0,7.49,0.244,✔️,0.0,False,GPU
34,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1295.0,+40/-33,0.111,33.83,23.47,17.147,12685.08,62.13,✔️,0.0,False,GPU
35,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1285.0,+48/-47,0.126,34.58,25.37,17.161,2875.52,1.952,✔️,0.0,False,CPU
36,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1283.0,+57/-55,0.194,34.72,14.11,18.278,14.11,2.075,➖,0.0,False,GPU
37,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1272.0,+40/-40,0.116,35.64,25.8,18.672,1711.25,0.141,✔️,0.0,False,CPU
38,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1264.0,+47/-55,0.121,36.23,23.23,18.657,1.99,0.033,✔️,0.0,False,CPU
39,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1248.0,+41/-39,0.09,37.44,23.68,19.194,14.87,0.307,✔️,0.0,False,GPU
40,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1235.0,+44/-40,0.082,38.43,28.17,19.314,1711.25,0.015,✔️,0.0,False,CPU
41,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1230.0,+36/-37,0.066,38.85,29.23,18.569,10.06,1.689,✔️,0.0,False,GPU
42,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1214.0,+39/-36,0.053,40.04,30.76,18.792,1.94,0.123,✔️,0.0,False,CPU
43,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1212.0,+41/-42,0.069,40.24,30.96,18.877,2875.52,0.131,✔️,0.0,False,CPU
44,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1208.0,+49/-43,0.083,40.47,28.16,19.777,263.04,0.766,✔️,0.0,False,CPU
45,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1207.0,+51/-59,0.105,40.58,25.38,19.677,593.24,4.467,✔️,0.0,False,CPU
46,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1204.0,+45/-49,0.069,40.82,28.54,20.255,6.67,0.014,✔️,0.0,False,CPU
47,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1186.0,+34/-29,0.038,42.12,36.15,19.344,1.96,0.142,✔️,0.0,False,CPU
48,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1180.0,+45/-52,0.074,42.56,26.73,20.564,263.04,0.071,✔️,0.0,False,CPU
49,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1171.0,+54/-47,0.06,43.28,29.04,20.828,373.24,0.771,✔️,0.0,False,CPU
50,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1147.0,+52/-59,0.048,45.01,31.19,21.096,593.24,0.306,✔️,0.0,False,CPU
51,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1137.0,+50/-44,0.041,45.71,28.56,21.535,373.24,0.085,✔️,0.0,False,CPU
52,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1097.0,+75/-83,0.125,48.47,15.95,25.584,28729.74,4.268,✔️,0.0,False,GPU
53,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1096.0,+79/-83,0.123,48.56,15.35,25.6,28729.74,18.811,✔️,0.0,False,GPU
54,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1094.0,+47/-54,0.037,48.66,33.93,23.024,296.64,68.173,✔️,0.0,False,GPU
55,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1089.0,+44/-45,0.024,49.04,38.83,26.446,185.31,0.6,✔️,0.0,False,CPU
56,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1074.0,+34/-42,0.011,49.99,39.42,22.815,9.99,0.126,✔️,0.0,False,CPU
57,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1050.0,+47/-50,0.011,51.52,39.96,27.802,185.31,0.258,✔️,0.0,False,CPU
58,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1043.0,+61/-70,0.029,51.95,44.11,26.445,3.23,0.919,✔️,0.0,False,GPU
59,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1009.0,+51/-66,0.012,54.0,47.38,26.176,1.87,0.283,✔️,0.0,False,CPU
60,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),1008.0,+57/-62,0.009,54.07,39.97,25.682,2.86,0.373,✔️,0.0,False,CPU
61,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+47/-47,0.003,54.51,49.81,26.265,0.43,0.054,✔️,0.0,False,CPU
62,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),997.0,+61/-76,0.017,54.67,38.92,27.822,129.08,1.801,✔️,0.0,False,CPU
63,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),993.0,+89/-104,0.077,54.89,24.31,30.456,384.75,5.348,✔️,0.0,False,GPU
64,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),965.0,+64/-100,0.031,56.39,40.87,33.667,237.63,0.424,✔️,0.0,False,CPU
65,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),940.0,+70/-105,0.022,57.67,42.64,34.211,237.63,0.085,✔️,0.0,False,CPU
66,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),936.0,+43/-57,0.0,57.84,45.44,31.748,27.32,0.029,✔️,0.0,False,CPU
67,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),890.0,+61/-100,0.008,59.92,46.93,32.782,129.08,0.18,✔️,0.0,False,CPU
68,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),861.0,+69/-118,0.014,61.12,47.51,36.822,1.19,0.12,✔️,0.0,False,CPU
69,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),654.0,+78/-91,0.0,66.89,60.42,45.987,0.19,0.036,✔️,0.0,False,CPU
