#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
21,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1564.0,+144/-125,0.244,25.03,13.52,13.17,860.28,0.055,✔️,0.0,False,GPU,model,
22,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1559.0,+136/-68,0.212,25.37,19.51,13.769,93.21,0.087,✔️,0.0,False,CPU,model,
23,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1550.0,+131/-96,0.257,25.94,17.32,13.272,2.3,0.82,✔️,0.0,False,GPU,model,
24,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564),1529.0,+148/-133,0.245,27.36,16.81,13.915,7.51,3.146,✔️,0.0,False,GPU,model,
25,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1523.0,+104/-90,0.205,27.74,15.48,14.003,1607.74,10.661,✔️,0.0,False,GPU,model,
26,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1520.0,+102/-76,0.177,27.99,21.05,14.163,2338.19,0.54,✔️,0.0,False,GPU,model,
27,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1510.0,+180/-160,0.247,28.63,14.41,14.788,0.79,0.23,➖,0.0,False,GPU,model,
28,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1489.0,+137/-126,0.179,30.02,18.71,14.217,4805.68,461.79,✔️,0.0,False,GPU,model,
29,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1489.0,+94/-78,0.147,30.06,23.19,14.065,1169.32,1.442,✔️,0.0,False,CPU,model,
30,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1471.0,+129/-111,0.165,31.3,24.43,16.008,442.2,0.094,✔️,0.0,False,CPU,model,
31,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1453.0,+131/-106,0.164,32.54,21.93,14.836,0.47,0.052,✔️,0.0,False,CPU,model,
32,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1426.0,+136/-144,0.154,34.4,23.4,16.034,709.86,2.929,✔️,0.0,False,GPU,model,
33,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1417.0,+151/-146,0.14,35.01,23.9,16.025,0.62,0.169,➖,0.0,False,GPU,model,
34,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1408.0,+119/-126,0.127,35.68,27.56,16.409,1.56,0.055,✔️,0.0,False,GPU,model,
35,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1404.0,+131/-103,0.113,35.97,30.03,16.983,442.2,0.009,✔️,0.0,False,CPU,model,
36,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1395.0,+144/-144,0.124,36.57,28.64,17.758,709.86,0.19,✔️,0.0,False,GPU,model,
37,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1369.0,+84/-89,0.057,38.36,34.57,17.236,6.98,0.233,✔️,0.0,False,GPU,model,
38,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1362.0,+130/-121,0.074,38.82,31.69,19.341,84.36,0.919,➖,0.0,False,GPU,model,
39,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1360.0,+80/-80,0.05,39.0,33.12,16.031,1169.32,0.053,✔️,0.0,False,CPU,model,
40,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1357.0,+112/-167,0.093,39.18,30.7,18.133,389.62,2.114,✔️,0.0,False,CPU,model,
41,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1352.0,+112/-105,0.072,39.54,35.0,18.786,1.44,0.007,✔️,0.0,False,CPU,model,
42,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1336.0,+100/-115,0.049,40.64,29.22,17.492,4805.68,43.211,✔️,0.0,False,GPU,model,
43,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1332.0,+111/-104,0.049,40.92,34.58,17.114,52.45,0.219,✔️,0.0,False,CPU,model,
44,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1315.0,+135/-103,0.056,42.03,37.55,20.157,68.97,8.043,✔️,0.0,False,GPU,model,
45,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1313.0,+76/-97,0.038,42.17,38.85,17.54,0.28,0.033,✔️,0.0,False,CPU,model,
46,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1303.0,+231/-279,0.171,42.86,7.7,20.607,5.06,2.932,➖,0.0,False,GPU,model,
47,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1297.0,+119/-108,0.05,43.25,36.48,17.939,52.45,0.021,✔️,0.0,False,CPU,model,
48,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1290.0,+63/-77,0.015,43.7,40.58,18.271,10.5,0.606,✔️,0.0,False,GPU,model,
49,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1277.0,+83/-107,0.012,44.52,41.21,19.859,14.85,13.554,➖,0.0,False,GPU,model,
50,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1274.0,+71/-90,0.019,44.71,42.35,17.378,50.19,0.154,✔️,0.0,False,CPU,model,
51,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1250.0,+121/-145,0.018,46.22,37.52,21.104,46.9,45.623,✔️,0.0,False,GPU,model,
52,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1228.0,+98/-149,0.027,47.64,40.93,21.025,389.62,0.112,✔️,0.0,False,CPU,model,
53,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1223.0,+69/-92,0.0,47.96,45.73,18.734,50.19,0.015,✔️,0.0,False,CPU,model,
54,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1200.0,+57/-72,0.0,49.36,47.64,20.088,1.87,0.046,✔️,0.0,False,CPU,model,
55,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),1160.0,+118/-213,0.031,51.68,44.74,24.586,1.61,0.112,✔️,0.0,False,CPU,model,
56,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1103.0,+88/-102,0.0,54.78,53.07,27.214,2951.8,1.689,✔️,0.0,False,GPU,model,
57,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),1100.0,+153/-243,0.01,54.96,49.21,29.118,43.46,0.087,✔️,0.0,False,CPU,model,
58,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1095.0,+81/-102,0.0,55.23,53.59,27.287,2951.8,4.991,✔️,0.0,False,GPU,model,
59,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),1073.0,+104/-221,0.01,56.34,48.5,27.029,331.68,44.947,✔️,0.0,False,CPU,model,
60,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),1056.0,+160/-251,0.005,57.16,52.33,30.2,43.46,0.021,✔️,0.0,False,CPU,model,
61,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1032.0,+126/-201,0.001,58.33,51.22,27.719,22.82,0.606,✔️,0.0,False,CPU,model,
62,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+98/-186,0.0,59.77,58.35,25.51,0.12,0.013,✔️,0.0,False,CPU,model,
63,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),992.0,+129/-228,0.0,60.14,55.39,29.034,22.82,0.253,✔️,0.0,False,CPU,model,
64,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818),968.0,+102/-180,0.0,61.12,59.8,27.791,17.17,6.883,➖,0.0,False,GPU,model,
65,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),967.0,+99/-218,0.0,61.17,59.89,27.553,0.34,0.057,✔️,0.0,False,CPU,model,
66,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),950.0,+130/-228,0.0,61.88,59.57,31.717,0.2,0.023,✔️,0.0,False,CPU,model,
67,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),935.0,+61/-106,0.0,62.46,61.63,32.876,86.28,1.898,✔️,0.0,False,GPU,model,
68,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),932.0,+192/-424,0.023,62.54,55.37,33.939,2.8,0.224,✔️,0.0,False,GPU,model,
69,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584),880.0,+99/-165,0.0,64.42,63.35,35.307,0.2,0.033,➖,0.0,False,GPU,model,
70,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),852.0,+45/-125,0.0,65.31,64.97,34.147,331.68,1.626,✔️,0.0,False,CPU,model,
71,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),794.0,+137/-274,0.0,66.93,66.01,37.116,1.64,0.023,✔️,0.0,False,CPU,model,
72,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),511.0,+93/-312,0.0,71.64,71.61,50.651,0.12,0.101,✔️,0.0,False,CPU,model,
