date,ticker,timeframe,confidence,direction,matched_strategy,ml_prob,vix,nifty_ok,source,source_provider,source_model,entry_price,target_price_lo,target_price_hi,ret_intraday,ret_1d,ret_3d,ret_5d,ret_for_tf,max_up_0d,min_down_0d,max_up_1d,min_down_1d,max_up_3d,min_down_3d,max_up_5d,min_down_5d,max_up_for_tf,min_down_for_tf,intraday_hit_for_tf,target_hit_for_tf,hit_grade,midpoint_hit_for_tf,graded_hit_for_tf,trigger_T1,trigger_T2,trigger_T3,trigger_T4,trigger_T5,trigger_T6,trigger_T7,trigger_B1,trigger_B2,trigger_B3
2026-06-16,DLF.NS,1D,MEDIUM,NEUTRAL,,0.65,13.4,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,629.3,606.45,652.15,0.0,-0.914,-0.763,-2.693,-0.914,0.429,-2.797,0.707,-1.764,2.336,-1.764,2.336,-3.059,0.707,-1.764,1,1,MIDPOINT_HIT,1,1,1,0,1,0,0,0,0,0,0,0
2026-06-16,DLF.NS,3D,MEDIUM,NEUTRAL,,0.65,13.4,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,629.3,590.58,668.02,0.0,-0.914,-0.763,-2.693,-0.763,0.429,-2.797,0.707,-1.764,2.336,-1.764,2.336,-3.059,2.336,-1.764,1,1,MIDPOINT_HIT,1,1,1,0,1,0,0,0,0,0,0,0
2026-06-16,SHRIRAMFIN.NS,INTRADAY,MEDIUM,BULLISH,,0.71,13.4,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1000.093,1004.24,1004.65,0.0,0.174,-0.383,-1.233,0.0,0.428,-1.362,0.994,-0.378,1.148,-1.337,1.148,-2.182,0.428,-1.362,1,0,RANGE_HIT,0,1,1,0,1,0,0,0,0,0,0,0
2026-06-16,SHRIRAMFIN.NS,1D,MEDIUM,BULLISH,,0.71,13.4,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1000.093,1003.41,1004.41,0.0,0.174,-0.383,-1.233,0.174,0.428,-1.362,0.994,-0.378,1.148,-1.337,1.148,-2.182,0.994,-0.378,1,1,MIDPOINT_HIT,1,1,1,0,1,0,0,0,0,0,0,0
2026-06-16,SHRIRAMFIN.NS,3D,MEDIUM,BULLISH,,0.71,13.4,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1000.093,1008.35,1008.76,0.0,0.174,-0.383,-1.233,-0.383,0.428,-1.362,0.994,-0.378,1.148,-1.337,1.148,-2.182,1.148,-1.337,1,1,MIDPOINT_HIT,1,1,1,0,1,0,0,0,0,0,0,0
2026-06-16,AXISCADES.NS,INTRADAY,LOW,BULLISH,,0.71,13.4,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1825.3,1840.27,1841.73,0.0,4.996,6.459,0.904,0.0,5.057,-0.493,4.996,0.038,9.023,0.038,9.023,0.038,5.057,-0.493,1,1,MIDPOINT_HIT,1,1,0,0,0,0,1,0,0,0,0,0
2026-06-16,AXISCADES.NS,3D,MEDIUM,BULLISH,,0.71,13.4,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1825.3,1855.09,1856.57,0.0,4.996,6.459,0.904,6.459,5.057,-0.493,4.996,0.038,9.023,0.038,9.023,0.038,9.023,0.038,1,1,MIDPOINT_HIT,1,1,0,0,0,0,1,0,0,0,0,0
2026-06-19,HINDALCO.NS,INTRADAY,LOW,BEARISH,,0.74,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1004.758,999.66,1000.11,0.0,0.416,-3.307,-5.624,0.0,0.673,-2.455,0.802,-0.634,0.802,-3.931,0.802,-5.921,0.673,-2.455,1,1,MIDPOINT_HIT,1,1,0,0,0,0,0,0,0,0,0,1
2026-06-19,HINDALCO.NS,1D,MEDIUM,BEARISH,,0.74,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1004.758,999.93,1001.05,0.0,0.416,-3.307,-5.624,0.416,0.673,-2.455,0.802,-0.634,0.802,-3.931,0.802,-5.921,0.802,-0.634,1,1,MIDPOINT_HIT,1,1,0,0,0,0,0,0,0,0,0,1
2026-06-19,HINDALCO.NS,3D,LOW,BEARISH,,0.74,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1004.758,995.06,995.52,0.0,0.416,-3.307,-5.624,-3.307,0.673,-2.455,0.802,-0.634,0.802,-3.931,0.802,-5.921,0.802,-3.931,1,1,MIDPOINT_HIT,1,1,0,0,0,0,0,0,0,0,0,1
2026-06-19,IPCALAB.NS,INTRADAY,LOW,NEUTRAL,,0.71,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1585.8,1554.08,1617.52,0.0,0.725,2.232,2.049,0.0,1.469,-2.73,1.204,-0.214,3.506,-0.214,4.364,-0.214,1.469,-2.73,1,1,MIDPOINT_HIT,1,1,0,0,0,0,0,0,0,0,0,0
2026-06-19,IPCALAB.NS,1D,LOW,NEUTRAL,,0.71,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1585.8,1522.37,1649.23,0.0,0.725,2.232,2.049,0.725,1.469,-2.73,1.204,-0.214,3.506,-0.214,4.364,-0.214,1.204,-0.214,1,1,MIDPOINT_HIT,1,1,0,0,0,0,0,0,0,0,0,0
2026-06-19,IPCALAB.NS,3D,LOW,NEUTRAL,,0.71,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1585.8,1474.79,1696.81,0.0,0.725,2.232,2.049,2.232,1.469,-2.73,1.204,-0.214,3.506,-0.214,4.364,-0.214,3.506,-0.214,0,0,MIDPOINT_HIT,1,1,0,0,0,0,0,0,0,0,0,0
2026-06-19,POLYCAB.NS,INTRADAY,LOW,NEUTRAL,,0.72,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,10083.0,9881.34,10284.66,0.0,-0.6,-3.873,-5.475,0.0,0.367,-2.499,0.426,-0.903,0.426,-4.046,0.426,-5.618,0.367,-2.499,1,1,MIDPOINT_HIT,1,1,0,0,1,0,0,0,0,0,0,0
2026-06-19,POLYCAB.NS,1D,LOW,NEUTRAL,,0.72,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,10083.0,9799.52,10366.48,0.0,-0.6,-3.873,-5.475,-0.6,0.367,-2.499,0.426,-0.903,0.426,-4.046,0.426,-5.618,0.426,-0.903,1,1,MIDPOINT_HIT,1,1,0,0,1,0,0,0,0,0,0,0
2026-06-19,POLYCAB.NS,3D,LOW,NEUTRAL,,0.72,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,10083.0,9602.67,10563.33,0.0,-0.6,-3.873,-5.475,-3.873,0.367,-2.499,0.426,-0.903,0.426,-4.046,0.426,-5.618,0.426,-4.046,0,0,MIDPOINT_HIT,1,1,0,0,1,0,0,0,0,0,0,0
2026-06-19,DLF.NS,INTRADAY,MEDIUM,BULLISH,,0.71,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,624.5,627.4,627.68,0.0,0.496,-1.017,-0.504,0.0,2.322,-0.777,1.169,0.096,1.906,-2.418,1.906,-2.418,2.322,-0.777,1,1,MIDPOINT_HIT,1,1,1,1,0,0,0,0,0,0,0,0
2026-06-19,DLF.NS,1D,MEDIUM,BULLISH,,0.71,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,624.5,626.81,627.51,0.0,0.496,-1.017,-0.504,0.496,2.322,-0.777,1.169,0.096,1.906,-2.418,1.906,-2.418,1.169,0.096,1,1,MIDPOINT_HIT,1,1,1,1,0,0,0,0,0,0,0,0
2026-06-19,DLF.NS,3D,MEDIUM,BULLISH,,0.71,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,624.5,630.26,630.55,0.0,0.496,-1.017,-0.504,-1.017,2.322,-0.777,1.169,0.096,1.906,-2.418,1.906,-2.418,1.906,-2.418,1,1,MIDPOINT_HIT,1,1,1,1,0,0,0,0,0,0,0,0
2026-06-19,SHRIRAMFIN.NS,INTRADAY,MEDIUM,BULLISH,,0.71,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,996.265,1000.36,1000.76,0.0,-0.903,1.707,2.984,0.0,0.579,-0.958,0.384,-1.807,2.74,-2.131,5.0,-2.131,0.579,-0.958,1,1,MIDPOINT_HIT,1,1,1,1,0,0,0,0,1,0,0,0
2026-06-19,SHRIRAMFIN.NS,1D,LOW,BULLISH,,0.71,13.0,False,groq:llama-3.1-8b-instant,groq,llama-3.1-8b-instant,996.265,999.54,1000.52,0.0,-0.903,1.707,2.984,-0.903,0.579,-0.958,0.384,-1.807,2.74,-2.131,5.0,-2.131,0.384,-1.807,1,1,MIDPOINT_HIT,1,1,1,1,0,0,0,0,1,0,0,0
2026-06-19,SHRIRAMFIN.NS,3D,MEDIUM,BULLISH,,0.71,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,996.265,1004.41,1004.81,0.0,-0.903,1.707,2.984,1.707,0.579,-0.958,0.384,-1.807,2.74,-2.131,5.0,-2.131,2.74,-2.131,1,1,MIDPOINT_HIT,1,1,1,1,0,0,0,0,1,0,0,0
2026-06-19,AXISCADES.NS,INTRADAY,MEDIUM,BULLISH,,0.78,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1943.2,1957.8,1959.23,0.0,-3.355,-9.536,-12.979,0.0,1.379,-1.662,0.098,-3.767,0.098,-9.953,0.098,-13.601,1.379,-1.662,1,1,MIDPOINT_HIT,1,1,1,1,0,0,0,0,0,0,0,0
2026-06-19,AXISCADES.NS,1D,MEDIUM,BULLISH,,0.78,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1943.2,1954.87,1958.37,0.0,-3.355,-9.536,-12.979,-3.355,1.379,-1.662,0.098,-3.767,0.098,-9.953,0.098,-13.601,0.098,-3.767,1,0,MISS,0,0,1,1,0,0,0,0,0,0,0,0
2026-06-19,AXISCADES.NS,3D,MEDIUM,BULLISH,,0.78,13.0,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1943.2,1972.25,1973.69,0.0,-3.355,-9.536,-12.979,-9.536,1.379,-1.662,0.098,-3.767,0.098,-9.953,0.098,-13.601,0.098,-9.953,1,0,MISS,0,0,1,1,0,0,0,0,0,0,0,0
2026-06-22,HINDALCO.NS,1D,MEDIUM,BEARISH,,0.64,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1008.937,1004.2,1005.29,0.0,-2.702,-6.015,-4.969,-2.702,0.385,-1.045,-1.499,-3.569,-1.499,-6.31,-1.499,-6.31,-1.499,-3.569,1,0,MIDPOINT_HIT,1,1,0,0,0,0,0,0,0,0,0,1
2026-06-22,HINDALCO.NS,3D,LOW,BEARISH,,0.64,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1008.937,999.41,999.86,0.0,-2.702,-6.015,-4.969,-6.015,0.385,-1.045,-1.499,-3.569,-1.499,-6.31,-1.499,-6.31,-1.499,-6.31,1,0,MIDPOINT_HIT,1,1,0,0,0,0,0,0,0,0,0,1
2026-06-22,IPCALAB.NS,INTRADAY,MEDIUM,BULLISH,,0.71,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1597.3,1604.4,1605.09,0.0,1.734,1.315,3.124,0.0,0.476,-0.933,2.761,0.163,3.612,0.163,4.232,0.163,0.476,-0.933,1,1,MIDPOINT_HIT,1,1,0,0,1,0,0,0,1,0,0,0
2026-06-22,IPCALAB.NS,1D,MEDIUM,BULLISH,,0.71,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1597.3,1602.97,1604.68,0.0,1.734,1.315,3.124,1.734,0.476,-0.933,2.761,0.163,3.612,0.163,4.232,0.163,2.761,0.163,1,1,MIDPOINT_HIT,1,1,0,0,1,0,0,0,1,0,0,0
2026-06-22,IPCALAB.NS,3D,MEDIUM,BULLISH,,0.71,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1597.3,1611.42,1612.13,0.0,1.734,1.315,3.124,1.315,0.476,-0.933,2.761,0.163,3.612,0.163,4.232,0.163,3.612,0.163,1,1,MIDPOINT_HIT,1,1,0,0,1,0,0,0,1,0,0,0
2026-06-22,POLYCAB.NS,1D,LOW,NEUTRAL,,0.68,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,10022.5,9746.04,10298.96,0.0,-1.018,-4.904,-2.43,-1.018,1.033,-0.304,0.524,-1.307,0.524,-5.049,0.524,-6.006,0.524,-1.307,0,0,MIDPOINT_HIT,1,1,0,0,0,0,0,0,0,0,0,0
2026-06-22,POLYCAB.NS,3D,LOW,NEUTRAL,,0.68,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,10022.5,9554.07,10490.93,0.0,-1.018,-4.904,-2.43,-4.904,1.033,-0.304,0.524,-1.307,0.524,-5.049,0.524,-6.006,0.524,-5.049,0,0,MIDPOINT_HIT,1,1,0,0,0,0,0,0,0,0,0,0
2026-06-22,DLF.NS,INTRADAY,MEDIUM,BULLISH,,0.71,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,627.6,630.33,630.59,0.0,-2.43,-0.996,-2.047,0.0,0.669,-0.398,1.402,-2.796,1.402,-2.9,1.402,-2.9,0.669,-0.398,1,1,MIDPOINT_HIT,1,1,1,1,0,0,0,0,0,0,0,0
2026-06-22,DLF.NS,1D,MEDIUM,BULLISH,,0.71,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,627.6,629.78,630.43,0.0,-2.43,-0.996,-2.047,-2.43,0.669,-0.398,1.402,-2.796,1.402,-2.9,1.402,-2.9,1.402,-2.796,1,1,MIDPOINT_HIT,1,1,1,1,0,0,0,0,0,0,0,0
2026-06-22,SHRIRAMFIN.NS,INTRADAY,MEDIUM,BULLISH,,0.78,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,987.265,991.19,991.58,0.0,0.05,3.923,4.009,0.0,1.299,-0.912,1.496,-0.841,5.958,-1.239,6.3,-1.239,1.299,-0.912,1,1,MIDPOINT_HIT,1,1,1,1,0,0,1,0,1,0,0,0
2026-06-22,SHRIRAMFIN.NS,1D,MEDIUM,BULLISH,,0.78,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,987.265,990.4,991.35,0.0,0.05,3.923,4.009,0.05,1.299,-0.912,1.496,-0.841,5.958,-1.239,6.3,-1.239,1.496,-0.841,1,1,MIDPOINT_HIT,1,1,1,1,0,0,1,0,1,0,0,0
2026-06-22,AXISCADES.NS,1D,MEDIUM,BULLISH,,0.71,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1878.0,1889.56,1893.03,0.0,-1.928,-9.957,-9.526,-1.928,3.573,-0.426,1.587,-2.391,1.587,-10.602,1.587,-12.875,1.587,-2.391,1,1,MIDPOINT_HIT,1,1,1,0,0,0,0,0,0,0,0,0
2026-06-22,AXISCADES.NS,3D,MEDIUM,BULLISH,,0.71,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1878.0,1906.78,1908.22,0.0,-1.928,-9.957,-9.526,-9.957,3.573,-0.426,1.587,-2.391,1.587,-10.602,1.587,-12.875,1.587,-10.602,1,1,MIDPOINT_HIT,1,1,1,0,0,0,0,0,0,0,0,0
2026-06-16,AXISCADES.NS,1D,MEDIUM,BULLISH,,0.71,13.4,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1825.3,1837.27,1840.86,0.0,4.996,6.459,0.904,4.996,5.057,-0.493,4.996,0.038,9.023,0.038,9.023,0.038,4.996,0.038,1,1,MIDPOINT_HIT,1,1,0,0,0,0,1,0,0,0,0,0
2026-06-22,HINDALCO.NS,INTRADAY,LOW,BEARISH,,0.64,12.8,False,groq:llama-3.1-8b-instant,groq,llama-3.1-8b-instant,1008.937,1003.93,1004.37,0.0,-2.702,-6.015,-4.969,0.0,0.385,-1.045,-1.499,-3.569,-1.499,-6.31,-1.499,-6.31,0.385,-1.045,1,1,MIDPOINT_HIT,1,1,0,0,0,0,0,0,0,0,0,1
2026-06-22,POLYCAB.NS,INTRADAY,LOW,NEUTRAL,,0.68,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,10022.5,9822.05,10222.95,0.0,-1.018,-4.904,-2.43,0.0,1.033,-0.304,0.524,-1.307,0.524,-5.049,0.524,-6.006,1.033,-0.304,1,1,MIDPOINT_HIT,1,1,0,0,0,0,0,0,0,0,0,0
2026-06-22,DLF.NS,3D,HIGH,BULLISH,,0.71,12.8,False,ollama:qwen2.5:1.5b,ollama,qwen2.5:1.5b,627.6,633.03,633.3,0.0,-2.43,-0.996,-2.047,-0.996,0.669,-0.398,1.402,-2.796,1.402,-2.9,1.402,-2.9,1.402,-2.9,1,1,MIDPOINT_HIT,1,1,1,1,0,0,0,0,0,0,0,0
2026-06-22,SHRIRAMFIN.NS,3D,MEDIUM,BULLISH,,0.78,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,987.265,995.08,995.47,0.0,0.05,3.923,4.009,3.923,1.299,-0.912,1.496,-0.841,5.958,-1.239,6.3,-1.239,5.958,-1.239,1,1,MIDPOINT_HIT,1,1,1,1,0,0,1,0,1,0,0,0
2026-06-22,AXISCADES.NS,INTRADAY,MEDIUM,BULLISH,,0.71,12.8,False,cerebras:gemma-4-31b,cerebras,gemma-4-31b,1878.0,1892.47,1893.88,0.0,-1.928,-9.957,-9.526,0.0,3.573,-0.426,1.587,-2.391,1.587,-10.602,1.587,-12.875,3.573,-0.426,1,1,MIDPOINT_HIT,1,1,1,0,0,0,0,0,0,0,0,0
