record_type,source_system,publisher,entity,title,summary,link,published_at,search_keyword,primary_hits,matched_tags,secondary_hits,language,region,summary_kr,summary_source,collected_date,llm_keywords
news,naver_news,뉴시스,Private Credit Market,잘나가던 美 사모대출 '빨간불'…부실대출 5년래 최고,"미국 사모대출(Private Credit, 은행이 아닌 투자자가 직접 자금을 빌려주는 구조) 시장에 부실대출이 늘고 투자 수익률이 떨어지는 등 위험 신호가 나타나고 있다. 대형 운용사들은 대출 건전성이 양호하다고 강조하고...",https://www.newsis.com/view/NISX20260810_0003742734,2026-08-10 14:17:00,사모대출,사모대출,신용부실,부실,ko,KR,미국 사모대출 시장에서 부실대출 비율이 5년래 최고 수준으로 상승했음. 연 10% 이상이던 투자 수익률도 하락하며 소프트웨어 기업 부실 확산 우려가 커지고 있음.,body,2026-08-11,"부실대출, 수익률"
news,naver_news,이데일리,"Blue Owl, Private Credit Market",“환매와 부실 대출은 별개”…블루아울이 짚은 사모대출 본질,"""환매 제한은 펀드의 구조적 장치이지, 대출자산이 부실해졌다는 신호가 아니다."" 마이클 데일 블루아울캐피털 매니징디렉터는 최근 이데일리와의 인터뷰에서 사모대출 펀드를 둘러싼 환매 논란에 대해 이같이 말했다....",https://www.edaily.co.kr/news/newspath.asp?newsid=02732246645543712,2026-08-03 10:16:00,사모대출,사모대출,"신용부실, 운용사_블루아울, 유동성_환매","블루아울, 환매, 환매 제한, 부실",ko,KR,블루아울캐피털 매니징디렉터는 사모대출 펀드 환매 논란은 자산 건전성과는 별개임을 강조했음. 그는 투자자에게 환매 조건 외 대출 이자 및 원금 상환 능력 확인을 당부했음.,body,2026-08-04,"블루아울, 환매"
news,naver_news,서울경제,Private Credit Market,"사모대출 이익은 사모펀드 몫, 파산땐 국민이 해결? [글로벌 왓]",글로벌 사모펀드(PE)가 인수한 생명보험사가 규제 당국을 우회해 부실 자산을 떠안으면서 사모대출 시장의 ‘약한 고리’로 자리 잡고 있다는 분석이 나왔다. 더욱이 보험사의 파산으로 인한 비용은 납세자가 대부분...,https://www.sedaily.com/article/20073499?ref=naver,2026-07-29 18:04:00,사모대출,사모대출,신용부실,부실,ko,KR,글로벌 사모펀드가 인수한 생명보험사들이 규제 당국을 우회해 고위험 자산매입에 나서고 있음. 파산 시 납세자가 최종 비용의 86.5%를 부담하는 '손실의 사회화' 논란이 일고 있음.,body,2026-07-30,"사모펀드, 보험사"
news,naver_news,연합뉴스,"Blackstone, Private Credit Market","블랙스톤 ""주력 사모대출펀드 환매 속도 둔화""",세계 최대 대체자산운용사인 블랙스톤은 주력사모대출펀드의 환매 속도가 둔화했다고 말했다. 존 그레이 블랙스톤 최고운영책임자(COO)는 23일(현지시간) 보도된 파이낸셜타임스(FT)와 인터뷰에서 자사의 대표적...,https://www.yna.co.kr/view/AKR20260724048200009?input=1195m,2026-07-24 10:39:00,사모대출,사모대출,"운용사_블랙스톤, 유동성_환매","블랙스톤, 환매",ko,KR,"블랙스톤 주력 사모대출펀드 Bcred의 환매 속도가 둔화했으나, 신규 투자 유치는 전년 동기 대비 감소했음. 그러나 기관 투자자들은 다른 사모대출펀드들에 계속 자금을 투입하고 있음.",body,2026-07-25,"Blackstone, Bcred, 환매"
news,naver_news,머니투데이,Private Credit Market,국내기업 사모대출시장에 투자…'신한사모기업대출 사모펀드' 출시,"신한사모기업대출 사모펀드는 중상위 신용등급 기업의 대출과 사모사채 등에 주로 투자한다. 기존 인수금융펀드, 부실채권(NPL)펀드 등 특정 섹터의 대출펀드와 달리 국내 우량 기업의 다양한 사모대출 투자 기회를...",https://www.mt.co.kr/stock/2026/07/09/2026070914285088441,2026-07-09 14:36:00,사모신용,사모대출,신용부실,부실,ko,KR,"신한자산운용이 업계 최초로 국내기업 사모대출시장에 투자하는 '신한사모기업대출 사모펀드'를 출시했음. 본 펀드는 중상위 신용등급 기업의 대출 및 사모사채 등에 투자하며, 기관투자자에게 새로운 투자 기회를 제공함.",body,2026-07-10,"신한자산운용, 사모펀드"
news,naver_news,연합인포맥스,Private Credit Market,"신한자산운용, 업계 최초 사모대출 펀드 내놨다","신한사모기업대출 사모펀드는 중상위 신용등급 기업의 대출과 사모사채 등에 주로 투자한다. 기존 인수금융펀드, 부실채권(NPL)펀드 등 특정 섹터의 대출펀드와 달리 국내 우량 기업의 다양한 사모 대출 투자 기회를...",https://news.einfomax.co.kr/news/articleView.html?idxno=4424147,2026-07-09 10:30:00,사모신용,사모대출,신용부실,부실,ko,KR,"신한자산운용이 업계 최초로 국내기업 사모대출 펀드인 '신한사모기업대출 일반사모혼합자산투자신탁제1호'를 출시했음. 이 펀드는 국내기업에 직접 대출 및 사모사채 투자로 중위험·중수익을 추구하며, 기관투자자에게 새로운 투자 기회를 제공함.",body,2026-07-10,"신한자산운용, 사모대출 펀드, 대체투자"
news,naver_news,이데일리,Private Credit Market,"신한운용, 국내 기업 사모대출 투자 펀드 출시",이 펀드는 중상위 신용등급 기업의 대출과 사모사채 등에 주로 투자한다. 인수금융펀드나 부실채권(NPL)펀드처럼 특정 영역에 집중하는 기존 대출펀드와 달리 국내 우량 기업의 다양한 사모대출 투자 기회를 발굴하는 데...,https://www.edaily.co.kr/news/newspath.asp?newsid=03148806645512880,2026-07-09 09:26:00,사모신용,사모대출,신용부실,부실,ko,KR,신한자산운용이 국내 기업 사모대출 시장에 투자하는 업계 첫 사모펀드인 '신한사모기업대출 사모펀드'를 출시했음. 이 펀드는 국내 기업의 자금 조달 수요와 기관투자자의 중금리 투자 수요를 연결하는 솔루션임.,body,2026-07-10,"신한자산운용, 사모펀드, 기업대출"
news,naver_news,이데일리,Private Credit Market,"부실 우려에…HSBC, 고위험 사모대출 고객에 대출 중단",글로벌 투자은행(IB) HSBC가 일부 고위험 사모대출 고객에 대한 대출을 중단했다고 7일(현지시간) 파이낸셜타임스(FT)가 보도했다. 최근 일부 기업들의 파산이 잇따르면서 사모대출 시장의 심사 기준에 대한 의구심이...,https://www.edaily.co.kr/news/newspath.asp?newsid=05471046645512224,2026-07-07 19:31:00,사모대출,사모대출,"시장심리, 신용부실",부실,ko,KR,HSBC가 고위험 사모대출 펀드에 대한 백레버리지 대출을 중단하고 저위험 펀드에 집중하기로 했음. 이는 규제 당국의 경고와 주요 은행들의 대출 제한 움직임 속에서 나온 조치임.,body,2026-07-08,"HSBC, ECB"
news,naver_news,아시아경제,Private Credit Market,"HSBC, 고위험 사모신용 펀드 대출 중단…잇단 파산에 리스크 축소",최근 여러 기업의 파산 사례가 잇따르면서 사모신용 업계의 대출 심사 기준을 둘러싼 부실 논란이 커진 데 따른 조치로 풀이된다. 7일(현지시간) 파이낸셜타임스(FT)는 사안에 정통한 관계자를 인용해 HSBC는 최근...,https://view.asiae.co.kr/article/2026070715015061959,2026-07-07 15:57:00,사모대출,사모신용,신용부실,부실,ko,KR,HSBC가 파산 위험이 높은 사모신용 펀드에 대한 대출을 중단했음. 이는 잇따른 기업 파산으로 사모신용 업계의 대출 심사 논란이 커졌기 때문임.,body,2026-07-08,"HSBC, 대출"
news,naver_news,연합뉴스,"Apollo, Private Credit Market",개인들은 돈 뺐지만 기관들은 사모대출펀드 투자 확대,"캐나다 연기금(CPP) 투자 부문의 데이비드 콜라 글로벌 신용투자 책임자는 ""개인 투자자들은 2021년과 2022년... 아폴로와 모건스탠리 등 일부 사모펀드 운영사들은 지난 2분기 220억달러 이상의 환매 요청 사태가 벌어지는...",https://www.yna.co.kr/view/AKR20260706105900009?input=1195m,2026-07-06 15:26:00,사모신용펀드,사모대출,"운용사_기타, 유동성_환매","아폴로, 환매, 환매 요청",ko,KR,"개인 투자자는 사모대출 펀드에서 자금을 빼고 있지만, 대형 기관 투자자는 더 나은 조건으로 투자를 확대하고 있음. 올해 2분기 북미 직접 대출 펀드는 160억달러를 조달하며 2021년 이후 최대 분기 규모를 기록했음.",body,2026-07-07,"기관투자자, 개인투자자"
news,naver_news,매일경제,"Blue Owl, Private Credit Market",블루아울 2분기 7조원대 환매 접수 … 美 사모대출펀드 부실 리스크 여전 - 매일경제,사모대출펀드 운용사 블루아울캐피털이 올해 2분기 총 7조원대 투자자 환매 요청을 받은 것으로 나타났다. 2일(현지시간) 블룸버그에 따르면 블루아울은 투자자 서한에서 대표 사모대출펀드인 '블루아울크레디트인컴...,https://www.mk.co.kr/article/12090055,2026-07-03 17:38:00,사모대출,사모대출,"신용부실, 운용사_블루아울, 유동성_환매","블루아울, 환매, 환매 요청, 부실",ko,KR,블루아울캐피털이 2분기 7조원대 환매 요청을 접수했음. AI 데이터센터 등 기술 투자 비중이 높아 부실 리스크가 부각되고 있음. 이에 따라 펀드 환매 중단 및 자산 매각 결정을 내렸음.,body,2026-07-04,"Blue Owl, 환매, 사모대출펀드"
news,naver_news,연합인포맥스,Private Credit Market,"사모신용 시장, 2분기 환매요청 증가…자금 유입은 감소",사모신용 펀드는 주로 은행들이 대출을 꺼리는 신용 등급이 낮은 기업에 대출을 해주는 방식으로 투자가 이뤄지기 때문에 펀드가 유출되는 자금을 대체할 신규 자금을 조달하지 못하면 대출을 지속하기가 더욱...,https://news.einfomax.co.kr/news/articleView.html?idxno=4423316,2026-07-03 16:08:00,사모대출,사모신용,유동성_환매,환매,ko,KR,"2분기 사모신용 시장에서 투자자들의 환매 요청액이 156억 달러로 증가했으나, 실제 반환된 금액은 59억 달러로 줄었음. 이와 함께 신규 자금 유입도 5월 5억 달러로 18개월 만에 최저치를 기록하며 감소했음.",body,2026-07-04,"환매, 자금유입"
news,naver_news,연합인포맥스,Private Credit Market,"블루 아울, 사모신용 환매 규모 감소…주가 4%대 급등","2분기 환매 요청 47억 달러, 전분기 54억 달러보다 적어 이장원 선임기자 = 사모신용(Private Credit) 시장에서... 블루 아울은 직접대출 펀드 투자자들에게 보낸 서한에서 ""환매 신청 규모가 완만하게 감소한 점에 대해...",https://news.einfomax.co.kr/news/articleView.html?idxno=4423194,2026-07-03 08:36:00,사모대출,사모신용,유동성_환매,"환매, 환매 요청",ko,KR,블루 아울 캐피털의 2분기 사모신용 펀드 환매 요청 규모가 47억 달러로 전분기 대비 감소했음. 이에 따라 블루 아울의 주가는 4% 이상 급등했음.,body,2026-07-03,"Blue Owl, 환매"
news,naver_news,이데일리,"Blue Owl, Private Credit Market",블루아울 사모대출펀드 2분기에도 7조원대 환매 요청,사모대출펀드 운용사 블루아울 캐피털이 운용 중인 2개 펀드에서 2분기 중 총 7조원대 투자자 환매 요청이 이어진 것으로 나타났다. 2일(현지시간) 블룸버그통신에 따르면 블루아울은 투자자 서한에서 대표...,https://www.edaily.co.kr/news/newspath.asp?newsid=02460006645510912,2026-07-03 06:32:00,사모대출,사모대출,"운용사_블루아울, 유동성_환매","블루아울, 환매, 환매 요청",ko,KR,블루아울 사모대출펀드는 2분기에도 7조원대 환매 요청을 받았음. 그러나 규정에 따라 환매 상한을 5%로 제한했음.,body,2026-07-03,"Blue Owl, 환매"
news,naver_news,서울경제,"Blue Owl, Private Credit Market","블루아울 사모대출 펀드, 2분기 7.2조원 인출 요청...5% 환매 제한",사모펀드 운용사인 블루아울캐피털의 사모대출 펀드 2개에 2분기에만 7조 2000억 원에 달하는 환매 요청이 들어왔다. 블루아울은 5%로 환매를 제한해 대규모 인출 사태는 막았다. 블룸버그통신에 따르면 블루아울은...,https://www.sedaily.com/article/20063293?ref=naver,2026-07-03 04:57:00,사모대출,사모대출,"운용사_블루아울, 유동성_환매","블루아울, 환매, 환매 제한, 환매 요청",ko,KR,"블루아울 사모대출 펀드에 2분기 7.2조원 규모의 인출 요청이 접수되었으나 5% 환매 제한으로 대규모 인출 사태는 막았음. 블랙스톤, 클리프워터 등 다른 운용사들도 유사한 환매 제한 조치를 시행했음.",body,2026-07-03,"Blue Owl, 환매"
news,naver_news,이데일리,Private Credit Market,"[마켓인]AI 붐에 가려진 신용위험…S&P “사모대출 깜깜이 투자, 2년 뒤가 고비”",글로벌 신용평가사 스탠더드 앤드 푸어스(이하 S&P)가 국내 기관투자자들의 사모대출 펀드 투자와 관련해 하부 자산에 대한 ‘정보 비대칭성’을 경계해야 한다고 경고했다. 사모대출 부실이 국내 금융권의 시스템적...,https://www.edaily.co.kr/news/newspath.asp?newsid=04267286645486968,2026-06-30 13:23:00,사모대출,사모대출,신용부실,부실,ko,KR,"S&P는 AI 붐 속 사모대출 시장의 신용 위험을 경고하며, 2028-2029년 AI 관련 대출 만기 집중이 고비가 될 것이라고 진단했음. 다만, 한국 시장 익스포저는 현재 감내 가능 수준이며, 올해 경제성장률 전망치는 3.0%로 상향 조정했음.",body,2026-07-01,"신용 위험, S&P"
news,naver_news,이데일리,"Ares, Private Credit Market",사모대출 펀드 우려 언제까지…아레스도 환매 요청 확대,글로벌 대형 자산운용사 아레스 매니지먼트가 사모대출 펀드에 대한 대규모 환매 요청에 2분기 연속 환매를 제한했다. 사모대출 부실화 위험 우려가 지속되는 가운데 환매 요청 규모가 확대되는 추세다. 25일...,https://www.edaily.co.kr/news/newspath.asp?newsid=04188566645485656,2026-06-26 12:49:00,사모대출,사모대출,"시장심리, 신용부실, 운용사_기타, 유동성_환매","아레스, 환매, 환매 요청, 대규모 환매, 부실",ko,KR,아레스는 순자산 110억달러 규모의 사모대출펀드에 대해 2분기 14.4% 환매 요청이 있었으나 5%만 환매를 허용했음. 월가는 AI 발전으로 일부 소프트웨어 기업 가치가 고평가됐다는 우려 속에 사모대출 펀드의 손실 가능성을 제기했음.,body,2026-06-27,"환매, AI"
news,naver_news,연합뉴스,"Ares, Private Credit Market","글로벌 사모대출펀드, 대규모 환매요청에 받고 출금 제한 걸어",글로벌 자산운용사 아레스 매니지먼트가 2분기 연속 대표 사모대출펀드의 환매 요청을 모두 수용하지 못했다. 25일(현지시간) 연합뉴스 등에 따르면 아레스는 순자산 110억달러 규모의 '아레스 스트래티직 인컴펀드...,https://www.hankyung.com/article/2026062698977,2026-06-26 11:54:00,사모대출,사모대출,"운용사_기타, 유동성_환매","아레스, 환매, 환매 요청, 대규모 환매, 출금 제한",ko,KR,글로벌 자산운용사 아레스 매니지먼트가 2분기 연속 사모대출펀드 환매 요청을 모두 수용하지 못했음. 110억달러 규모의 펀드에서 대규모 환매 요구가 발생했음.,rss_summary,2026-06-27,"아레스 매니지먼트, 환매, 사모대출펀드"
news,naver_news,연합뉴스,"Ares, Private Credit Market",아레스 사모대출펀드 14% 환매 요청…3분의 1만 수용,2분기 연속 환매 제한 걸려 글로벌 대형 자산운용사 아레스 매니지먼트가 2분기 연속으로 대표 사모대출 펀드의 환매 요청을 다 수용하지 못한 것으로 나타났다. 아레스는 순자산 110억달러(약 17조원) 규모의 대표 펀드...,https://www.yna.co.kr/view/AKR20260626078400009?input=1195m,2026-06-26 11:46:00,사모대출,사모대출,"운용사_기타, 유동성_환매","아레스, 환매, 환매 제한, 환매 요청",ko,KR,"아레스 매니지먼트가 대표 사모대출 펀드의 2분기 환매 요청 규모가 14.4%로 증가했으나, 펀드당 5% 환매 한도에 따라 요청액의 3분의 1만 수용했음. 이는 부유층 투자자들이 사모대출 시장에서 이탈하고 있음을 보여줌.",body,2026-06-27,"아레스, 환매"
news,naver_news,이데일리,"Apollo, Private Credit Market","모건스탠리·아폴로, 또 사모대출펀드 대규모 환매요청",사모대출 부실화 위험 우려가 지속되면서 2분기에도 사모대출펀드 대규모 환매요청이 이어지고 있다. 특히 환매 요청 규모가 확대되는 추세다. 23일(현지시간) 블룸버그통신에 따르면 모건스탠리는 이날 투자자 서한을...,https://www.edaily.co.kr/news/newspath.asp?newsid=02427206645485000,2026-06-24 06:51:00,사모대출,사모대출,"시장심리, 신용부실, 운용사_기타, 유동성_환매","아폴로, 환매, 환매 요청, 대규모 환매, 부실",ko,KR,모건스탠리·아폴로 등 주요 사모대출펀드 운용사들이 2분기 대규모 환매 요청을 받고 환매 한도를 5%로 제한했음. 이는 1분기에도 이어져 환매 요청 규모가 확대되는 추세임.,body,2026-06-24,"환매, 사모대출펀드, 모건스탠리"
news,naver_news,연합뉴스,"Apollo, Private Credit Market",美아폴로 사모대출펀드 2분기 17% 환매요청…5%만 수용,사모대출 건전성 우려속 1분기 이어 환매요청 쇄도 이지헌 특파원 = 사모대출 시장을 둘러싼 건전성 우려가 남은 가운데 월가의 대표 사모대출 운용사인 아폴로도 자사의 대표 사모대출 펀드 환매를 제한했다. 아폴로는...,https://www.yna.co.kr/view/AKR20260624003300072?input=1195m,2026-06-24 03:25:00,사모대출,사모대출,"시장심리, 운용사_기타, 유동성_환매","아폴로, 환매",ko,KR,아폴로 사모대출 펀드가 2분기 중 16.7%의 환매 요청을 받았으나 5%만 수용했음. 이는 1분기 11.2% 환매 요청 후 규정에 따른 조치였음.,body,2026-06-24,"Apollo, 환매"
news,naver_news,뉴시스,"Apollo, Private Credit Market","아폴로 대표 사모대출펀드, 펀드 가치 17%까지 환매 요청",미국 대형 자산운용사 아폴로글로벌매니지먼트의 대표 리테일 사모대출펀드에 대한 투자자 환매 요청이 펀드 자산가치의 17%까지 크게 늘어난 것으로 나타났다. 이에 따라 자산운용사의 수익 감소는 물론 대출자금...,https://www.newsis.com/view/NISX20260623_0003680116,2026-06-23 16:01:00,사모대출,사모대출,"운용사_기타, 유동성_환매","아폴로, 환매, 환매 요청",ko,KR,아폴로 대표 사모대출펀드에 대한 투자자 환매 요청이 펀드 자산 가치의 17%까지 늘었음. 이에 따라 자산운용사의 수익 감소와 기업 부도 우려가 제기되고 있음.,body,2026-06-24,"환매, 아폴로"
news,naver_news,아시아경제,"BDC Sector, Private Credit Market",점검 필요한 美사모대출…비상장 BDC 환매 정점은 언제,23일 삼성증권은 사모대출 환매 우려에 대해 이같이 진단했다. 우선 비상장 BDC의 환매 요청은 2분기에 더욱 증가한 것으로 파악된다. 환매 비례 배분 조치에 대응해 투자자가 필요보다 더 많은 금액의 환매를 요청하는...,https://view.asiae.co.kr/article/2026062216332509407,2026-06-23 06:50:00,사모대출,사모대출,"시장심리, 운용사_기타, 유동성_환매","BDC, 환매, 환매 요청",ko,KR,"비상장 BDC의 2분기 환매 요청률이 정점에 달했으나, 시장 안정까지는 시간이 필요할 전망임. 운용사별 차별화가 나타나고 있으며, 사모대출 시장은 느린 연착륙 가능성이 있음.",body,2026-06-23,"BDC, 환매"
news,naver_news,헤럴드경제,Private Credit Market,이지스운용 “상업용 부동산 사모대출 시장 최대 45조원 규모 성장”,글로벌 금융위기 이후 은행권 규제 강화로 발생한 신용 공백을 메우며 빠르게 성장했다. 보고서는 글로벌 사모대출 시장이 지난 15년간 약 5배 성장해 지난해 3분기 기준 약 2조2000억달러 규모에 이르렀다고 분석했다....,https://biz.heraldcorp.com/article/10784109?ref=naver,2026-06-22 15:26:00,사모신용,사모대출,시장심리,위기,ko,KR,국내 상업용 부동산 사모대출 시장이 연간 최대 45조원 규모로 성장할 것이란 전망이 나왔음. 은행·증권사의 부동산 대출 공급 여력이 위축되고 상업용 부동산의 만기 도래 및 차환 수요가 증가하고 있기 때문임.,body,2026-06-23,"상업용 부동산, 이지스운용"
