#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
20,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1366.0,+26/-26,0.202,29.85,22.91,15.831,417.05,0.334,✔️,0.0,False,CPU,model,
21,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1360.0,+45/-55,0.24,30.39,13.02,16.072,518.43,0.469,✔️,0.0,False,CPU,model,
22,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1357.0,+31/-33,0.203,30.7,21.78,15.902,693.49,1.689,✔️,0.0,False,CPU,model,
23,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1357.0,+38/-40,0.227,30.71,15.84,15.646,5.88,0.025,✔️,0.0,False,CPU,model,
24,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1344.0,+72/-57,0.295,31.8,11.09,15.586,26.46,6.242,➖,0.0,False,GPU,model,
25,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1338.0,+38/-39,0.2,32.3,18.28,16.157,4621.67,0.475,✔️,0.0,False,GPU,model,
26,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1334.0,+56/-51,0.254,32.67,20.41,16.242,1.18,0.072,➖,0.0,False,GPU,model,
27,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1334.0,+30/-30,0.169,32.67,23.88,16.214,693.49,0.308,✔️,0.0,False,CPU,model,
28,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1333.0,+45/-39,0.21,32.72,20.73,16.45,846.89,2.549,✔️,0.0,False,GPU,model,
29,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1333.0,+47/-52,0.205,32.77,16.81,16.528,518.43,0.05,✔️,0.0,False,CPU,model,
30,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [35.29% IMPUTED],1322.0,+63/-64,0.296,33.75,14.33,16.68,3031.5,21.442,✔️,35.29,True,GPU,model,
31,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [35.29% IMPUTED],1311.0,+62/-64,0.282,34.69,15.36,17.247,87.65,2.505,✔️,35.29,True,GPU,model,
32,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1310.0,+62/-53,0.25,34.77,15.02,17.322,47.65,43.738,✔️,0.0,False,GPU,model,
33,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [29.41% IMPUTED],1307.0,+50/-59,0.232,35.07,18.55,17.168,6.63,1.48,✔️,29.41,True,GPU,model,
34,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1297.0,+42/-57,0.179,35.95,20.94,17.389,2.65,0.052,✔️,0.0,False,CPU,model,
35,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1288.0,+44/-38,0.16,36.79,24.68,17.614,846.89,0.13,✔️,0.0,False,GPU,model,
36,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1283.0,+45/-41,0.165,37.25,24.17,17.146,7.49,0.244,✔️,0.0,False,GPU,model,
37,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1282.0,+36/-32,0.124,37.32,25.24,17.261,12685.08,62.13,✔️,0.0,False,GPU,model,
38,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1271.0,+47/-44,0.135,38.27,27.22,17.288,2875.52,1.952,✔️,0.0,False,CPU,model,
39,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527) [25.49% IMPUTED],1269.0,+58/-51,0.185,38.47,22.94,18.635,205.88,1.343,➖,25.49,True,GPU,model,
40,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [35.29% IMPUTED],1268.0,+59/-56,0.222,38.62,17.67,18.172,3031.5,0.462,✔️,35.29,True,GPU,model,
41,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1267.0,+52/-51,0.186,38.66,16.52,18.446,14.11,2.075,➖,0.0,False,GPU,model,
42,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1253.0,+37/-39,0.12,39.96,28.86,18.784,1711.25,0.141,✔️,0.0,False,CPU,model,
43,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [35.29% IMPUTED],1242.0,+62/-61,0.201,40.97,20.36,19.025,3.36,0.313,✔️,35.29,True,GPU,model,
44,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1240.0,+38/-36,0.096,41.12,26.22,19.311,14.87,0.307,✔️,0.0,False,GPU,model,
45,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1219.0,+44/-39,0.088,42.96,31.48,19.422,1711.25,0.015,✔️,0.0,False,CPU,model,
46,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1219.0,+33/-38,0.075,42.99,32.41,18.683,10.06,1.689,✔️,0.0,False,GPU,model,
47,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1208.0,+38/-37,0.064,44.02,34.43,18.928,1.94,0.123,✔️,0.0,False,CPU,model,
48,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1205.0,+42/-43,0.083,44.28,30.85,19.953,263.04,0.766,✔️,0.0,False,CPU,model,
49,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1202.0,+44/-41,0.076,44.47,33.85,18.997,2875.52,0.131,✔️,0.0,False,CPU,model,
50,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1194.0,+49/-54,0.105,45.23,27.62,19.847,593.24,4.467,✔️,0.0,False,CPU,model,
51,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1191.0,+45/-46,0.075,45.5,31.27,20.376,6.67,0.014,✔️,0.0,False,CPU,model,
52,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1181.0,+31/-29,0.05,46.39,39.21,19.469,1.96,0.142,✔️,0.0,False,CPU,model,
53,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1179.0,+41/-46,0.073,46.53,29.09,20.73,263.04,0.071,✔️,0.0,False,CPU,model,
54,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1173.0,+50/-42,0.062,47.09,31.27,20.981,373.24,0.771,✔️,0.0,False,CPU,model,
55,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M) [74.51% IMPUTED],1156.0,+73/-81,0.179,48.58,12.42,23.204,0.53,0.08,✔️,74.51,True,GPU,model,
56,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori) [74.51% IMPUTED],1146.0,+73/-77,0.16,49.39,22.36,23.484,0.53,0.08,✔️,74.51,True,GPU,model,
57,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1138.0,+50/-53,0.049,50.12,33.73,21.258,593.24,0.306,✔️,0.0,False,CPU,model,
58,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1136.0,+47/-40,0.043,50.24,30.91,21.688,373.24,0.085,✔️,0.0,False,CPU,model,
59,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1090.0,+46/-50,0.04,54.07,37.48,23.152,296.64,68.173,✔️,0.0,False,GPU,model,
60,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1088.0,+70/-77,0.124,54.22,17.02,25.722,28729.74,4.268,✔️,0.0,False,GPU,model,
61,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1087.0,+74/-76,0.121,54.3,16.26,25.738,28729.74,18.811,✔️,0.0,False,GPU,model,
62,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818) [25.49% IMPUTED],1086.0,+49/-47,0.054,54.37,40.56,23.769,13.12,2.52,➖,25.49,True,GPU,model,
63,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1086.0,+44/-44,0.031,54.37,42.65,26.541,185.31,0.6,✔️,0.0,False,CPU,model,
64,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1075.0,+34/-45,0.009,55.25,43.65,22.972,9.99,0.126,✔️,0.0,False,CPU,model,
65,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1050.0,+43/-41,0.015,57.12,43.3,27.891,185.31,0.258,✔️,0.0,False,CPU,model,
66,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1038.0,+55/-66,0.028,58.03,49.14,26.573,3.23,0.919,✔️,0.0,False,GPU,model,
67,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584) [25.49% IMPUTED],1010.0,+58/-66,0.036,60.02,43.39,27.779,0.79,0.123,➖,25.49,True,GPU,model,
68,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1007.0,+48/-56,0.011,60.24,52.65,26.323,1.87,0.283,✔️,0.0,False,CPU,model,
69,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),1006.0,+54/-63,0.01,60.31,44.37,25.832,2.86,0.373,✔️,0.0,False,CPU,model,
70,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+42/-42,0.002,60.69,55.94,26.398,0.43,0.054,✔️,0.0,False,CPU,model,
71,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),992.0,+59/-78,0.018,61.21,42.57,27.964,129.08,1.801,✔️,0.0,False,CPU,model,
72,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),989.0,+84/-94,0.075,61.44,25.98,30.594,384.75,5.348,✔️,0.0,False,GPU,model,
73,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),961.0,+60/-99,0.033,63.22,45.27,33.802,237.63,0.424,✔️,0.0,False,CPU,model,
74,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),937.0,+66/-105,0.023,64.63,47.49,34.341,237.63,0.085,✔️,0.0,False,CPU,model,
75,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),930.0,+42/-55,0.002,65.0,49.86,31.803,27.32,0.029,✔️,0.0,False,CPU,model,
76,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),885.0,+59/-91,0.008,67.4,52.23,32.912,129.08,0.18,✔️,0.0,False,CPU,model,
77,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),863.0,+65/-112,0.013,68.48,52.56,36.94,1.19,0.12,✔️,0.0,False,CPU,model,
78,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),639.0,+77/-88,0.0,75.64,67.63,46.079,0.19,0.036,✔️,0.0,False,CPU,model,
