#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
36,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1326.0,+110/-88,0.096,36.23,29.85,13.982,2.13,0.047,✔️,0.0,False,GPU
37,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1326.0,+113/-128,0.134,36.24,27.26,15.595,695.61,0.085,✔️,0.0,False,CPU
38,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1298.0,+72/-79,0.073,38.1,33.85,14.33,8.06,0.25,✔️,0.0,False,GPU
39,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1279.0,+140/-160,0.17,39.33,9.92,16.418,6.55,5.409,➖,0.0,False,GPU
40,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1272.0,+70/-75,0.049,39.78,35.01,14.114,1770.56,0.051,✔️,0.0,False,CPU
41,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1272.0,+73/-68,0.034,39.84,36.58,15.091,6.75,0.235,✔️,0.0,False,GPU
42,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1265.0,+104/-133,0.089,40.24,32.83,16.441,695.61,0.006,✔️,0.0,False,CPU
43,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1258.0,+51/-64,0.028,40.73,38.32,14.82,0.29,0.045,✔️,0.0,False,CPU
44,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1244.0,+85/-85,0.03,41.64,35.97,15.1,66.0,0.341,✔️,0.0,False,CPU
45,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1221.0,+88/-136,0.057,43.14,37.72,17.87,2.18,0.005,✔️,0.0,False,CPU
46,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1217.0,+79/-89,0.022,43.4,40.85,15.304,49.61,0.199,✔️,0.0,False,CPU
47,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1214.0,+86/-84,0.031,43.54,37.85,15.744,66.0,0.024,✔️,0.0,False,CPU
48,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1201.0,+110/-138,0.06,44.39,36.49,17.192,351.94,1.658,✔️,0.0,False,CPU
49,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1201.0,+82/-95,0.028,44.41,39.08,16.933,11.44,10.416,➖,0.0,False,GPU
50,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1179.0,+84/-111,0.033,45.73,41.33,18.488,88.27,9.62,✔️,0.0,False,GPU
51,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1174.0,+70/-83,0.008,46.07,43.76,16.303,49.61,0.015,✔️,0.0,False,CPU
52,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1126.0,+59/-72,0.001,48.9,47.16,18.145,2.18,0.039,✔️,0.0,False,CPU
53,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1110.0,+101/-125,0.019,49.83,43.02,21.633,20.26,0.515,✔️,0.0,False,CPU
54,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1101.0,+91/-105,0.015,50.32,45.23,19.294,351.94,0.114,✔️,0.0,False,CPU
55,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1060.0,+92/-116,0.004,52.57,48.1,22.747,20.26,0.2,✔️,0.0,False,CPU
56,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1046.0,+147/-184,0.018,53.27,47.13,25.98,2.49,0.145,✔️,0.0,False,GPU
57,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),1031.0,+136/-171,0.018,54.04,48.76,22.864,1.51,0.111,✔️,0.0,False,CPU
58,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+51/-92,0.0,55.55,54.46,21.197,0.2,0.021,✔️,0.0,False,CPU
59,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),989.0,+94/-128,0.005,56.06,49.75,24.353,150.3,10.071,✔️,0.0,False,CPU
60,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),988.0,+56/-90,0.0,56.13,54.65,25.807,3381.77,1.724,✔️,0.0,False,GPU
61,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),987.0,+61/-86,0.0,56.18,54.79,25.781,3381.77,5.283,✔️,0.0,False,GPU
62,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),976.0,+94/-121,0.0,56.64,54.71,22.789,0.48,0.073,✔️,0.0,False,CPU
63,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),935.0,+153/-226,0.004,58.45,53.87,32.872,43.64,0.081,✔️,0.0,False,CPU
64,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),901.0,+106/-153,0.0,59.81,57.82,29.424,1.5,0.015,✔️,0.0,False,CPU
65,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),892.0,+154/-245,0.002,60.16,56.48,33.73,43.64,0.018,✔️,0.0,False,CPU
66,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),848.0,+50/-88,0.0,61.7,61.11,30.685,110.78,1.964,✔️,0.0,False,GPU
67,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),814.0,+53/-106,0.0,62.78,62.5,29.973,150.3,0.482,✔️,0.0,False,CPU
68,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),797.0,+137/-244,0.0,63.27,61.49,35.794,0.19,0.019,✔️,0.0,False,CPU
69,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),593.0,+83/-146,0.0,67.65,67.52,43.501,0.1,0.072,✔️,0.0,False,CPU
